"","2019-06-24 10:37:08","2019-06-24 10:42:08","2019-06-24 10:47:08","2019-06-24 10:52:08","2019-06-24 10:57:08","2019-06-24 11:02:08","2019-06-24 11:07:08","2019-06-24 11:12:08","2019-06-24 11:17:08","2019-06-24 11:22:08","2019-06-24 11:27:08","2019-06-24 11:32:08","2019-06-24 11:37:08","2019-06-24 11:42:08","2019-06-24 11:47:08","2019-06-24 11:52:08","2019-06-24 11:57:08","2019-06-24 12:02:08","2019-06-24 12:07:08","2019-06-24 12:12:08","2019-06-24 12:17:08","2019-06-24 12:22:08","2019-06-24 12:27:08","2019-06-24 12:32:08","2019-06-24 12:37:08","2019-06-24 12:42:08","2019-06-24 12:47:08","2019-06-24 12:52:08","2019-06-24 12:57:08","2019-06-24 13:02:08","2019-06-24 13:07:08","2019-06-24 13:12:08","2019-06-24 13:17:08","2019-06-24 13:22:08","2019-06-24 13:27:08","2019-06-24 13:32:08","2019-06-24 13:37:08","2019-06-24 13:42:08","2019-06-24 13:47:08","2019-06-24 13:52:08","2019-06-24 13:57:08","2019-06-24 14:02:08","2019-06-24 14:07:08","2019-06-24 14:12:08","2019-06-24 14:17:08","2019-06-24 14:22:08","2019-06-24 14:27:08","2019-06-24 14:32:08","2019-06-24 14:37:08","2019-06-24 14:42:08","2019-06-24 14:47:08","2019-06-24 14:52:08","2019-06-24 14:57:08","2019-06-24 15:02:08","2019-06-24 15:07:08","2019-06-24 15:12:08","2019-06-24 15:17:08","2019-06-24 15:22:08","2019-06-24 15:27:08","2019-06-24 15:32:08","2019-06-24 15:37:08","2019-06-24 15:42:08","2019-06-24 15:47:08","2019-06-24 15:52:08","2019-06-24 15:57:08","2019-06-24 16:02:08","2019-06-24 16:07:08","2019-06-24 16:12:08","2019-06-24 16:17:08","2019-06-24 16:22:08","2019-06-24 16:27:08","2019-06-24 16:32:08","2019-06-24 16:37:08","2019-06-24 16:42:08","2019-06-24 16:47:08","2019-06-24 16:52:08","2019-06-24 16:57:08","2019-06-24 17:02:08","2019-06-24 17:07:08","2019-06-24 17:12:08","2019-06-24 17:17:08","2019-06-24 17:22:08","2019-06-24 17:27:08","2019-06-24 17:32:08","2019-06-24 17:37:08","2019-06-24 17:42:08","2019-06-24 17:47:08","2019-06-24 17:52:08","2019-06-24 17:57:08","2019-06-24 18:02:08","2019-06-24 18:07:08","2019-06-24 18:12:08","2019-06-24 18:17:08","2019-06-24 18:22:08","2019-06-24 18:27:08","2019-06-24 18:32:08","2019-06-24 18:37:08","2019-06-24 18:42:08","2019-06-24 18:47:08","2019-06-24 18:52:08","2019-06-24 18:57:08","2019-06-24 19:02:08","2019-06-24 19:07:08","2019-06-24 19:12:08","2019-06-24 19:17:08","2019-06-24 19:22:08","2019-06-24 19:27:08","2019-06-24 19:32:08","2019-06-24 19:37:08","2019-06-24 19:42:08","2019-06-24 19:47:08","2019-06-24 19:52:08","2019-06-24 19:57:08","2019-06-24 20:02:08","2019-06-24 20:07:08","2019-06-24 20:12:08","2019-06-24 20:17:08","2019-06-24 20:22:08","2019-06-24 20:27:08","2019-06-24 20:32:08","2019-06-24 20:37:08","2019-06-24 20:42:08","2019-06-24 20:47:08","2019-06-24 20:52:08","2019-06-24 20:57:08","2019-06-24 21:02:08","2019-06-24 21:07:08","2019-06-24 21:12:08","2019-06-24 21:17:08","2019-06-24 21:22:08","2019-06-24 21:27:08","2019-06-24 21:32:08","2019-06-24 21:37:08","2019-06-24 21:42:08","2019-06-24 21:47:08","2019-06-24 21:52:08","2019-06-24 21:57:08","2019-06-24 22:02:08","2019-06-24 22:07:08","2019-06-24 22:12:08","2019-06-24 22:17:08","2019-06-24 22:22:08","2019-06-24 22:27:08","2019-06-24 22:32:08"
"11","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW"
"12","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW"
"13","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW"
"14","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW"
"15","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW"
"16","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW"
"17","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW"
"18","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW"
"19","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW"
"20","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW"
"21","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","RW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW","ARW"
